Province_Name,District_Name,Crop_Year,Season,Crop,Area,Yield
Sabaragamuwa,Ratnapura,2006,Yala,Maize,27468,196561
Southern,Galle,2006,Yala,Rice,188804,875107
Western,Kalutara,2006,Yala,Banana,7427,144648
Northern,Jaffna,2007,Maha,Maize,2000,18000
Northern,Mullaitivu,2007,Yala,Rice,254000,825000
Southern,Hambantota,2007,Maha,Maize,34000,226000
North Central,Polonnaruwa,2007,Maha,Rice,192000,814000
Uva,Badulla,2008,Yala,Maize,2919,13626
Southern,Galle,2008,Yala,Rice,255444,778593
North Western,Puttalam,2008,Yala,Maize,45181,364972
Southern,Hambantota,2008,Maha,Rice,195014,821789
Northern,Mannar,2008,Yala,Banana,7334,142470
Eastern,Ampara,2009,Maha,Maize,2213,11196
Sabaragamuwa,Ratnapura,2009,Maha,Rice,212887,660163
Eastern,Ampara,2009,Yala,Maize,44669,311209
Northern,Jaffna,2009,Maha,Rice,115690,454893
Sabaragamuwa,Kegalle,2009,Maha,Banana,7631,219223
North Western,Kurunegala,2010,Yala,Maize,1960,11550
Uva,Monaragala,2010,Yala,Rice,256147,558800
Western,Colombo,2010,Maha,Maize,42722,296106
Northern,Kilinochchi,2010,Yala,Rice,200369,931515
Northern,Jaffna,2010,Maha,Banana,8420,212967
Northern,Jaffna,2011,Maha,Maize,3171,18579
Sabaragamuwa,Ratnapura,2011,Maha,Rice,240266,764242
Central,Kandy,2011,Maha,Maize,45188,306058
Southern,Hambantota,2011,Maha,Rice,123519,544225
Central,Kandy,2011,Yala,Banana,10098,348290
North Western,Puttalam,2012,Yala,Brinjal,666,9077
Uva,Badulla,2012,Maha,Maize,3392,15681
North Central,Polonnaruwa,2012,Yala,Mango,6971,101832
North Western,Puttalam,2012,Yala,Papaya,307,33442
North Central,Polonnaruwa,2012,Yala,Rice,242832,482993
North Central,Anuradhapura,2012,Yala,Tomato,183,3995
Uva,Monaragala,2012,Maha,Brinjal,562,7659
Eastern,Ampara,2012,Maha,Cabbage,2,53
Central,Matale,2012,Yala,Maize,49482,301197
Northern,Mullaitivu,2012,Maha,Rice,179674,806377
Western,Gampaha,2012,Maha,Tomato,143,1393
North Central,Polonnaruwa,2013,Maha,Brinjal,617,3980
North Western,Kurunegala,2013,Maha,Maize,3156,12649
Eastern,Ampara,2013,Maha,Mango,7904,62600
North Central,Anuradhapura,2013,Yala,Papaya,327,32012
Eastern,Trincomalee,2013,Maha,Rice,240396,521419
Eastern,Ampara,2013,Maha,Tomato,247,4416
North Central,Polonnaruwa,2013,Maha,Brinjal,571,3683
Sabaragamuwa,Kegalle,2013,Yala,Cabbage,4,75
Southern,Galle,2013,Yala,Maize,50712,369082
Northern,Mullaitivu,2013,Maha,Rice,180223,820916
Northern,Mullaitivu,2013,Maha,Tomato,171,1933
Sabaragamuwa,Kegalle,2013,Yala,Banana,9460,205367
Northern,Mullaitivu,2014,Maha,Brinjal,529,8951
Eastern,Trincomalee,2014,Yala,Cabbage,26,
Uva,Monaragala,2014,Maha,Maize,2637,15445
North Western,Kurunegala,2014,Maha,Mango,7614,104022
Central,Nuwara Eliya,2014,Maha,Papaya,229,18034
Northern,Vavuniya,2014,Maha,Rice,231475,733313
Uva,Monaragala,2014,Yala,Tomato,212,3048
North Central,Polonnaruwa,2014,Maha,Brinjal,492,8325
Southern,Hambantota,2014,Yala,Maize,52635,354444
Eastern,Trincomalee,2014,Yala,Rice,177811,891011
Southern,Hambantota,2014,Yala,Tomato,224,3035
North Western,Kurunegala,2014,Yala,Rice,409286,1624324
North Western,Puttalam,2004,Yala,Maize,2453,2674
Sabaragamuwa,Kegalle,2004,Maha,Rice,3342,1914
Western,Kalutara,2005,Yala,Maize,3000,2700
Sabaragamuwa,Ratnapura,2005,Yala,Rice,3400,5000
Uva,Monaragala,2006,Maha,Maize,3234,3719
Southern,Matara,2006,Yala,Rice,4060,3004
Western,Colombo,2007,Yala,Maize,3360,3763
North Central,Polonnaruwa,2007,Maha,Rice,4085,2530
Eastern,Trincomalee,2008,Yala,Maize,3461,4049
Southern,Hambantota,2008,Yala,Rice,3901,2516
Sabaragamuwa,Ratnapura,2009,Maha,Maize,3490,4257
Central,Matale,2009,Yala,Rice,3945,2355.33
Western,Gampaha,2010,Yala,Maize,3450,4485
Western,Kalutara,2010,Maha,Rice,3949,3631
Eastern,Batticaloa,2011,Maha,Maize,3560,4747
Northern,Mannar,2011,Yala,Rice,3489,2988
North Western,Puttalam,2012,Maha,Maize,3995,3885
North Western,Puttalam,2012,Yala,Rice,3561,2996
Central,Matale,2013,Yala,Maize,3595,3885
Uva,Monaragala,2013,Maha,Rice,3561,2624
Uva,Badulla,2014,Yala,Maize,1290,3197
North Central,Anuradhapura,2014,Maha,Rice,3561,2394
Southern,Hambantota,1997,Maha,Maize,1520,2725
Northern,Mullaitivu,1997,Maha,Rice,11500,13800
Sabaragamuwa,Kegalle,1998,Maha,Maize,1575,2450
Western,Kalutara,1998,Maha,Rice,11550,14316
Central,Nuwara Eliya,1999,Yala,Maize,1620,2610
North Western,Puttalam,1999,Yala,Rice,11600,13733
North Central,Anuradhapura,2000,Yala,Maize,864,1322
Uva,Badulla,2000,Maha,Rice,11925,16387
Central,Kandy,2001,Maha,Maize,985,1473
Western,Colombo,2001,Maha,Rice,11857,16250
Sabaragamuwa,Kegalle,2002,Maha,Maize,915,1373
North Central,Anuradhapura,2002,Maha,Rice,11860,16780
Western,Colombo,2003,Yala,Maize,918,1432
North Western,Puttalam,2003,Maha,Rice,11867,18508
North Western,Puttalam,2004,Maha,Maize,920,1440
North Western,Kurunegala,2004,Maha,Rice,11885,18630
Central,Matale,2005,Yala,Maize,1460,2090
Central,Nuwara Eliya,2005,Yala,Rice,11905,18667
Uva,Badulla,2006,Yala,Maize,762,1204
Uva,Monaragala,2006,Maha,Rice,6191,10606
Sabaragamuwa,Kegalle,2007,Maha,Maize,1181,1759
North Central,Polonnaruwa,2007,Maha,Rice,15622,27398
Eastern,Ampara,2008,Yala,Maize,1227,1346
Eastern,Trincomalee,2008,Maha,Rice,16763,35010
Western,Kalutara,2009,Maha,Maize,635,794
North Western,Puttalam,2009,Yala,Rice,8519,15639.33
North Central,Polonnaruwa,2010,Yala,Maize,860,1118
Central,Kandy,2010,Yala,Rice,9585,18265
Southern,Matara,2011,Yala,Maize,887,1183
Northern,Jaffna,2011,Yala,Rice,10260,20873
Sabaragamuwa,Kegalle,2012,Yala,Maize,875,1050
North Western,Puttalam,2012,Yala,Rice,9605,19512
North Western,Kurunegala,2013,Yala,Maize,880,1074
North Western,Kurunegala,2013,Maha,Rice,9681,19750
Central,Kandy,2014,Yala,Maize,945,1476
Central,Kandy,2014,Maha,Rice,9081,20169
Northern,Vavuniya,1997,Yala,Maize,5212,7557
North Central,Anuradhapura,1997,Maha,Rice,10310,12400
North Western,Kurunegala,1998,Maha,Maize,5225,7628
Eastern,Trincomalee,1998,Maha,Rice,10320,12900
Uva,Badulla,1999,Maha,Maize,6186,8245
Eastern,Trincomalee,1999,Yala,Rice,10000,13237
Western,Colombo,2000,Yala,Maize,5780,8900
Eastern,Batticaloa,2000,Maha,Rice,10450,13400
Western,Gampaha,2001,Maha,Maize,2550,3050
Southern,Hambantota,2001,Yala,Rice,5400,3840
Uva,Badulla,2002,Yala,Maize,936,389
Eastern,Ampara,2002,Yala,Rice,1691,1522
Southern,Matara,2003,Maha,Maize,950,1045
Sabaragamuwa,Kegalle,2003,Maha,Rice,1700,1700
North Central,Polonnaruwa,2004,Yala,Maize,1393,1533
Southern,Hambantota,2004,Yala,Rice,916,870
North Central,Polonnaruwa,2005,Maha,Maize,1515,1697
Eastern,Batticaloa,2005,Yala,Rice,1000,691
Southern,Matara,2006,Yala,Maize,1846,1770
Uva,Badulla,2006,Yala,Rice,1235,1273
Eastern,Ampara,2007,Maha,Maize,1334,1504
North Western,Kurunegala,2007,Maha,Rice,1200,839
Central,Matale,2008,Yala,Maize,1350,1550
Southern,Matara,2008,Maha,Rice,1200,839
Uva,Badulla,2009,Yala,Maize,1350,1550
Sabaragamuwa,Kegalle,2009,Maha,Rice,1200,838.66
North Western,Kurunegala,2010,Yala,Maize,1750,2362
Sabaragamuwa,Kegalle,2010,Maha,Rice,1585,1268
Eastern,Trincomalee,2011,Maha,Maize,1806,2500
Central,Kandy,2011,Maha,Rice,1610,1382
Southern,Matara,2012,Yala,Maize,1825,2590
Southern,Matara,2012,Yala,Rice,1682,1420
Eastern,Batticaloa,2013,Maha,Maize,1828,2650
Eastern,Trincomalee,2013,Yala,Rice,1690,1486
Central,Nuwara Eliya,2014,Yala,Maize,1828,2650
Uva,Monaragala,2014,Maha,Rice,1690,1485
Uva,Badulla,1997,Yala,Maize,1485,2652
Central,Kandy,1997,Maha,Rice,8945,9200
Uva,Monaragala,1998,Yala,Maize,1601,3042
Western,Colombo,1998,Maha,Rice,8045,8190
North Central,Polonnaruwa,1999,Maha,Maize,1770,3468
Central,Matale,1999,Maha,Rice,9595,12665
Central,Nuwara Eliya,2000,Yala,Maize,1731,3115
Northern,Kilinochchi,2000,Maha,Rice,8200,9840
North Western,Kurunegala,2001,Maha,Maize,2750,5300
North Western,Puttalam,2001,Maha,Rice,12310,16790
Western,Kalutara,2002,Maha,Maize,1830,3200
Eastern,Batticaloa,2002,Yala,Rice,8500,10715
Eastern,Ampara,2003,Yala,Maize,2010,2697
Sabaragamuwa,Ratnapura,2003,Maha,Rice,8510,10725
Western,Gampaha,2004,Yala,Maize,1995,3481
Central,Kandy,2004,Yala,Rice,8515,6651
Western,Colombo,2005,Yala,Maize,2318,3220
Western,Gampaha,2005,Yala,Rice,8538,3158
Western,Colombo,2006,Maha,Maize,4298,3497
North Western,Puttalam,2006,Maha,Rice,8235,6313
Western,Gampaha,2007,Yala,Maize,2453,3131
North Central,Polonnaruwa,2007,Maha,Rice,8200,6952
Eastern,Ampara,2008,Maha,Maize,2490,3211
Sabaragamuwa,Kegalle,2008,Yala,Rice,8250,6933
North Central,Polonnaruwa,2009,Yala,Maize,2500,3245
Sabaragamuwa,Kegalle,2009,Maha,Rice,8260,6993.33
Northern,Mannar,2010,Yala,Maize,2510,3295
Sabaragamuwa,Ratnapura,2010,Maha,Rice,8267,7178
Eastern,Batticaloa,2011,Maha,Maize,2590,3488
Eastern,Trincomalee,2011,Yala,Rice,8398,7822
Western,Kalutara,2012,Yala,Maize,2615,3608
Southern,Galle,2012,Yala,Rice,8768,8442
Northern,Jaffna,2013,Yala,Maize,2635,3636
Central,Kandy,2013,Maha,Rice,8968,9087
Uva,Badulla,2014,Yala,Maize,2700,4038
Sabaragamuwa,Ratnapura,2014,Maha,Rice,8968,9436
Southern,Galle,1997,Yala,Maize,2332,4196
Western,Gampaha,1997,Yala,Rice,10200,15525
North Western,Kurunegala,1998,Yala,Maize,2478,4717
Central,Kandy,1998,Yala,Rice,7323,12600
Southern,Matara,1999,Yala,Maize,2690,5060
North Western,Puttalam,1999,Yala,Rice,11600,19261
Northern,Jaffna,2000,Maha,Maize,2740,5253
Western,Gampaha,2000,Maha,Rice,12310,19500
Central,Matale,2001,Yala,Maize,800,1000
Central,Kandy,2001,Yala,Rice,5400,5000
Central,Kandy,2002,Yala,Maize,2760,5330
Northern,Mullaitivu,2002,Yala,Rice,12330,26605
Sabaragamuwa,Kegalle,2003,Maha,Maize,2718,5350
Northern,Vavuniya,2003,Maha,Rice,12100,28000
Uva,Badulla,2004,Maha,Maize,2760,5401
Eastern,Ampara,2004,Maha,Rice,12526,17499
Western,Colombo,2005,Maha,Maize,2845,5570
Northern,Kilinochchi,2005,Yala,Rice,12800,19535
North Western,Kurunegala,2006,Yala,Maize,2883,6444
Uva,Badulla,2006,Maha,Rice,13137,19729
Eastern,Batticaloa,2007,Maha,Maize,2900,5348
Sabaragamuwa,Ratnapura,2007,Yala,Rice,13000,19799
North Western,Kurunegala,2008,Yala,Maize,2900,6491
Western,Colombo,2008,Yala,Rice,13142,19761
North Western,Puttalam,2009,Maha,Maize,3089,7908
Eastern,Batticaloa,2009,Yala,Rice,14147,20775.33
North Western,Puttalam,2010,Maha,Maize,3243,8303
North Central,Anuradhapura,2010,Maha,Rice,15137,24103
Southern,Hambantota,2011,Maha,Maize,3346,8789
Sabaragamuwa,Kegalle,2011,Maha,Rice,15378,26268
Eastern,Trincomalee,2012,Maha,Maize,4050,8100
North Western,Puttalam,2012,Maha,Rice,16770,27098
Southern,Matara,2013,Maha,Maize,4188,8231
Southern,Hambantota,2013,Maha,Rice,16770,27044
North Western,Puttalam,2014,Maha,Maize,4252,8633
Western,Gampaha,2014,Maha,Rice,16120,27463
North Central,Polonnaruwa,2002,Yala,Maize,1450,1840
Northern,Jaffna,2002,Yala,Rice,6300,7440
North Central,Polonnaruwa,2003,Yala,Maize,1350,1714
North Western,Puttalam,2003,Yala,Rice,7434,6375
Sabaragamuwa,Ratnapura,2004,Yala,Maize,1350,1714
Northern,Jaffna,2004,Yala,Rice,6300,7434
Eastern,Ampara,2005,Yala,Maize,1470,1870
North Central,Polonnaruwa,2005,Maha,Rice,6375,7530
North Western,Kurunegala,2006,Maha,Maize,1600,2159
North Central,Anuradhapura,2006,Maha,Rice,6000,5095
Northern,Jaffna,2007,Maha,Maize,500,750
Uva,Monaragala,2007,Maha,Rice,500,615
North Central,Anuradhapura,2008,Yala,Maize,500,750
Eastern,Ampara,2008,Yala,Rice,500,615
Eastern,Batticaloa,2009,Yala,Maize,500,750
Central,Matale,2009,Yala,Rice,500,615.33
North Central,Polonnaruwa,2010,Yala,Maize,550,793
Western,Colombo,2010,Yala,Rice,400,527
Southern,Matara,2011,Yala,Maize,568,839
Southern,Matara,2011,Maha,Rice,406,574
Southern,Hambantota,2012,Yala,Maize,570,843
Uva,Monaragala,2012,Maha,Rice,410,590
Central,Matale,2013,Yala,Maize,134,197
Uva,Monaragala,2013,Maha,Rice,53,74
North Central,Polonnaruwa,2014,Yala,Maize,134,197
North Central,Polonnaruwa,2014,Yala,Rice,53,74
North Central,Anuradhapura,1997,Yala,Maize,7375,6099
Sabaragamuwa,Ratnapura,1997,Yala,Rice,15070,19600
Southern,Galle,1998,Maha,Maize,7784,7196
Sabaragamuwa,Kegalle,1998,Maha,Rice,13015,18221
Central,Nuwara Eliya,1999,Maha,Maize,8925,8925
Uva,Badulla,1999,Maha,Rice,14000,20900
Southern,Matara,2000,Maha,Maize,8680,8732
Sabaragamuwa,Kegalle,2000,Maha,Rice,13980,13630
Sabaragamuwa,Ratnapura,2001,Yala,Maize,5800,8120
North Western,Kurunegala,2001,Yala,Rice,10900,14170
Sabaragamuwa,Kegalle,2002,Maha,Maize,9041,10126
Western,Colombo,2002,Maha,Rice,14158,12883
Western,Gampaha,2003,Maha,Maize,9058,9964
Uva,Badulla,2003,Maha,Rice,14257,19390
Western,Kalutara,2004,Yala,Maize,4657,5123
Uva,Monaragala,2004,Maha,Rice,8227,9872
Uva,Monaragala,2005,Yala,Maize,7440,8481
Central,Matale,2005,Yala,Rice,8500,11759
North Western,Kurunegala,2006,Yala,Maize,8023,11221
North Central,Polonnaruwa,2006,Yala,Rice,10500,17010
Eastern,Trincomalee,2007,Maha,Maize,8325,8855
Uva,Monaragala,2007,Yala,Rice,10300,16833
Northern,Vavuniya,2008,Maha,Maize,8585,10044
North Central,Anuradhapura,2008,Maha,Rice,10412,17952
Southern,Galle,2009,Maha,Maize,8596,10315
Western,Kalutara,2009,Yala,Rice,11770,19541.33
Eastern,Trincomalee,2010,Maha,Maize,9960,12114
Northern,Vavuniya,2010,Maha,Rice,11654,20263
North Central,Polonnaruwa,2011,Maha,Maize,10278,12823
Central,Kandy,2011,Yala,Rice,11839,22082
Southern,Galle,2012,Maha,Maize,10340,12218
Eastern,Batticaloa,2012,Yala,Rice,12239,23512
North Western,Kurunegala,2013,Maha,Maize,10325,12348
Central,Matale,2013,Yala,Rice,12150,21662
Northern,Kilinochchi,2014,Yala,Maize,10390,12850
Eastern,Trincomalee,2014,Maha,Rice,11450,22080
Central,Kandy,2013,Yala,Maize,1530,3506
Southern,Hambantota,2013,Maha,Rice,2890,2504
North Western,Kurunegala,2014,Maha,Maize,1595,3900
Central,Nuwara Eliya,2014,Maha,Rice,2890,2923
Sabaragamuwa,Kegalle,2002,Maha,Maize,5400,8910
North Western,Kurunegala,2002,Maha,Rice,9580,13500
Northern,Mullaitivu,2003,Maha,Maize,5450,9810
Southern,Matara,2003,Maha,Rice,9650,11100
Western,Kalutara,2004,Yala,Maize,5500,9365
Western,Colombo,2004,Maha,Rice,9655,14895
Western,Colombo,2005,Maha,Maize,5600,9520
Eastern,Trincomalee,2005,Yala,Rice,9700,15035
Northern,Vavuniya,2006,Yala,Maize,7500,9745
Southern,Galle,2006,Yala,Rice,10736,14149
North Western,Kurunegala,2007,Yala,Maize,7680,9984
Eastern,Batticaloa,2007,Yala,Rice,10950,13477
Northern,Vavuniya,2008,Maha,Maize,7726,10044
Sabaragamuwa,Kegalle,2008,Maha,Rice,11059,13610
Southern,Galle,2009,Maha,Maize,7803,10144
Western,Kalutara,2009,Maha,Rice,11169,8934.66
Central,Nuwara Eliya,2010,Yala,Maize,7885,10251
Southern,Matara,2010,Yala,Rice,11180,13760
Uva,Badulla,2011,Maha,Maize,8137,10852
Northern,Jaffna,2011,Maha,Rice,11357,14995
North Central,Polonnaruwa,2012,Maha,Maize,8090,10517
Sabaragamuwa,Kegalle,2012,Maha,Rice,11460,14822
Southern,Galle,2013,Yala,Maize,8199,10589
North Central,Anuradhapura,2013,Yala,Rice,14595,16058
Uva,Monaragala,2014,Maha,Maize,8264,11091
North Western,Kurunegala,2014,Yala,Rice,13906,16479
Central,Matale,1997,Maha,Maize,3794,6876
North Central,Anuradhapura,1997,Yala,Rice,21064,19900
Northern,Mannar,1998,Yala,Maize,4178,4787
Western,Gampaha,1998,Yala,Rice,21585,15045
Uva,Monaragala,1999,Yala,Maize,540,635
Central,Nuwara Eliya,1999,Maha,Rice,22000,10500
Sabaragamuwa,Kegalle,2000,Maha,Maize,4510,5412
Western,Kalutara,2000,Maha,Rice,18150,18150
Southern,Matara,2001,Maha,Maize,1000,1750
North Central,Polonnaruwa,2001,Yala,Rice,4350,3500
Central,Nuwara Eliya,2002,Maha,Maize,3380,4307
Eastern,Batticaloa,2002,Maha,Rice,14800,17465
North Western,Puttalam,2003,Maha,Maize,1451,1836
North Western,Puttalam,2003,Maha,Rice,8460,10152
Uva,Badulla,2004,Yala,Maize,1596,2011
Sabaragamuwa,Kegalle,2004,Maha,Rice,9306,11167
Uva,Monaragala,2005,Yala,Maize,1672,2189
Eastern,Batticaloa,2005,Yala,Rice,9500,11600
Northern,Mannar,2006,Yala,Maize,1697,2222
Sabaragamuwa,Ratnapura,2006,Yala,Rice,9643,12075
Northern,Vavuniya,2007,Yala,Maize,559,1118
Sabaragamuwa,Kegalle,2007,Maha,Rice,7685,9459
Sabaragamuwa,Kegalle,2008,Yala,Maize,570,1123
Eastern,Ampara,2008,Yala,Rice,7839,9647
Southern,Matara,2009,Yala,Maize,620,1221
Eastern,Batticaloa,2009,Maha,Rice,10193,12544.66
Sabaragamuwa,Ratnapura,2010,Yala,Maize,625,1231
Central,Kandy,2010,Maha,Rice,8155,10655
Northern,Mullaitivu,2011,Yala,Maize,645,1303
Eastern,Ampara,2011,Maha,Rice,8285,1161
Southern,Hambantota,2012,Yala,Maize,646,1305
North Central,Polonnaruwa,2012,Maha,Rice,8290,14358
Uva,Badulla,2013,Maha,Maize,650,1333
Sabaragamuwa,Kegalle,2013,Maha,Rice,8373,14792
North Central,Anuradhapura,2014,Maha,Maize,715,1735
North Western,Puttalam,2014,Yala,Rice,7673,15210
Western,Colombo,1997,Maha,Maize,1460,2305
Southern,Hambantota,1997,Maha,Rice,6938,8400
Western,Colombo,1998,Yala,Maize,1607,1935
Southern,Galle,1998,Yala,Rice,7100,6880
Central,Matale,1999,Maha,Maize,1800,2600
Uva,Monaragala,1999,Yala,Rice,7000,6800
North Central,Anuradhapura,2000,Maha,Maize,1950,2356
Northern,Kilinochchi,2000,Maha,Rice,7275,7520
Southern,Galle,2001,Maha,Maize,2145,2591
Northern,Vavuniya,2001,Yala,Rice,7940,8270
Uva,Badulla,2002,Yala,Maize,2240,2700
Sabaragamuwa,Ratnapura,2002,Maha,Rice,8050,8500
North Western,Kurunegala,2003,Maha,Maize,2093,2833
North Central,Anuradhapura,2003,Maha,Rice,8470,9825
Uva,Monaragala,2004,Yala,Maize,2400,3240
Uva,Monaragala,2004,Yala,Rice,9015,10277
Central,Kandy,2005,Yala,Maize,2500,3497
Western,Kalutara,2005,Yala,Rice,9300,11615
North Western,Kurunegala,2006,Maha,Maize,2500,4500
North Central,Polonnaruwa,2006,Maha,Rice,10180,15139
Sabaragamuwa,Kegalle,2007,Maha,Maize,2400,4320
Sabaragamuwa,Kegalle,2007,Maha,Rice,9005,13854
Eastern,Trincomalee,2008,Yala,Maize,2000,3700
Uva,Badulla,2008,Maha,Rice,9025,14347
Southern,Matara,2009,Yala,Maize,2200,4400
Central,Matale,2009,Yala,Rice,9076,15822.66
North Western,Puttalam,2010,Yala,Maize,2207,4193
Sabaragamuwa,Kegalle,2010,Maha,Rice,9083,14684
North Central,Polonnaruwa,2011,Maha,Maize,2278,4438
Eastern,Batticaloa,2011,Maha,Rice,9227,16002
North Central,Polonnaruwa,2012,Maha,Maize,2196,4557
Central,Nuwara Eliya,2012,Maha,Rice,9975,16753
Southern,Hambantota,2013,Yala,Maize,2325,4766
Eastern,Batticaloa,2013,Maha,Rice,12025,22686
Eastern,Ampara,2014,Maha,Maize,2398,5268
Western,Gampaha,2014,Maha,Rice,11325,23105
North Western,Puttalam,1997,Maha,Maize,801,1442
Eastern,Batticaloa,1997,Yala,Rice,868,1050
Western,Kalutara,1998,Yala,Maize,872,1614
Western,Colombo,1998,Yala,Rice,890,1112
Central,Matale,1999,Maha,Maize,895,1665
Northern,Mullaitivu,1999,Yala,Rice,900,1170
North Central,Anuradhapura,2000,Maha,Maize,875,1645
Southern,Matara,2000,Yala,Rice,902,1205
North Central,Anuradhapura,2001,Maha,Maize,875,1640
Eastern,Batticaloa,2001,Maha,Rice,902,1190
Southern,Galle,2002,Yala,Maize,880,1654
Sabaragamuwa,Ratnapura,2002,Yala,Rice,907,1210
Northern,Mullaitivu,2003,Yala,Maize,885,1682
Sabaragamuwa,Ratnapura,2003,Maha,Rice,911,1221
Sabaragamuwa,Ratnapura,2004,Maha,Maize,883,1678
North Western,Puttalam,2004,Maha,Rice,911,1230
North Central,Anuradhapura,2005,Maha,Maize,722,1408
Central,Matale,2005,Maha,Rice,777,1057
Sabaragamuwa,Ratnapura,2006,Yala,Maize,710,1420
Eastern,Trincomalee,2006,Maha,Rice,770,1082
Northern,Jaffna,2007,Maha,Maize,710,1420
Uva,Badulla,2007,Yala,Rice,770,1082
Sabaragamuwa,Ratnapura,2008,Yala,Maize,700,1470
Northern,Mannar,2008,Maha,Rice,758,758
Southern,Hambantota,2009,Maha,Maize,695,1494
North Central,Polonnaruwa,2009,Maha,Rice,760,785.33
Western,Colombo,2010,Maha,Maize,700,1512
North Western,Kurunegala,2010,Maha,Rice,765,795
Northern,Jaffna,2011,Yala,Maize,722,1600
Eastern,Trincomalee,2011,Maha,Rice,777,866
Eastern,Batticaloa,2012,Yala,Maize,800,1728
Northern,Vavuniya,2012,Yala,Rice,835,930
Eastern,Batticaloa,2013,Maha,Maize,700,1512
North Central,Polonnaruwa,2013,Yala,Rice,835,879
Eastern,Ampara,2014,Maha,Maize,765,1914
Western,Kalutara,2014,Maha,Rice,835,1298
Eastern,Trincomalee,1997,Yala,Maize,2480,3100
Western,Gampaha,1997,Yala,Rice,5345,3700
Sabaragamuwa,Ratnapura,1998,Yala,Maize,2480,1711
Central,Nuwara Eliya,1998,Maha,Rice,5345,1942
North Central,Polonnaruwa,1999,Yala,Maize,2482,2878
Central,Nuwara Eliya,1999,Yala,Rice,5354,5400
Sabaragamuwa,Ratnapura,2000,Yala,Maize,2535,2892
North Central,Polonnaruwa,2000,Yala,Rice,5343,3036
Northern,Mullaitivu,2001,Yala,Maize,1730,3079
Northern,Kilinochchi,2001,Yala,Rice,8300,10458
Western,Kalutara,2002,Yala,Maize,2738,3307
Sabaragamuwa,Kegalle,2002,Yala,Rice,5580,2490
Western,Kalutara,2003,Maha,Maize,2737,3310
North Western,Kurunegala,2003,Maha,Rice,5582,3830
Eastern,Batticaloa,2004,Yala,Maize,2740,3310
Uva,Monaragala,2004,Maha,Rice,5585,2383
North Western,Puttalam,2005,Maha,Maize,2745,3314
Eastern,Trincomalee,2005,Maha,Rice,4612,2509
North Central,Anuradhapura,2006,Yala,Maize,2745,3319
Western,Colombo,2006,Maha,Rice,5615,3961
North Central,Polonnaruwa,2007,Maha,Maize,2750,3328
North Central,Polonnaruwa,2007,Yala,Rice,5500,3971
Eastern,Batticaloa,2008,Yala,Maize,2755,3270
Sabaragamuwa,Ratnapura,2008,Maha,Rice,5625,4062
Eastern,Batticaloa,2009,Maha,Maize,2630,3275
Southern,Matara,2009,Maha,Rice,4995,2643.33
Northern,Vavuniya,2010,Yala,Maize,2636,3284
Northern,Mannar,2010,Yala,Rice,5002,4073
North Western,Puttalam,2011,Maha,Maize,2720,3476
Northern,Jaffna,2011,Maha,Rice,5082,4438
Eastern,Trincomalee,2012,Yala,Maize,2722,5444
Western,Colombo,2012,Yala,Rice,5080,4487
Eastern,Trincomalee,2013,Yala,Maize,1225,2695
Eastern,Ampara,2013,Maha,Rice,2280,1976
Uva,Badulla,2014,Maha,Maize,3660,4287
Western,Kalutara,2014,Yala,Rice,2280,2908
Southern,Matara,1997,Yala,Maize,668,2014
Northern,Jaffna,1997,Maha,Rice,6200,5800
Western,Kalutara,1998,Maha,Maize,735,1213
Northern,Kilinochchi,1998,Maha,Rice,6210,2890
North Western,Kurunegala,1999,Maha,Maize,800,1400
Western,Kalutara,1999,Maha,Rice,6250,5650
Northern,Jaffna,2000,Maha,Maize,800,900
Southern,Hambantota,2000,Yala,Rice,5420,3850
Central,Matale,2001,Yala,Maize,8230,9299
North Central,Polonnaruwa,2001,Yala,Rice,11450,16030
North Central,Anuradhapura,2002,Maha,Maize,950,1100
Southern,Hambantota,2002,Maha,Rice,5500,5400
Uva,Monaragala,2003,Yala,Maize,950,1100
Central,Matale,2003,Maha,Rice,5500,5400
North Western,Kurunegala,2004,Yala,Maize,1152,2305
Southern,Matara,2004,Yala,Rice,6139,7669
North Central,Anuradhapura,2005,Yala,Maize,1300,2600
North Central,Anuradhapura,2005,Yala,Rice,6200,7667
North Central,Polonnaruwa,2006,Yala,Maize,1320,2640
Sabaragamuwa,Kegalle,2006,Maha,Rice,6375,8087
Southern,Hambantota,2007,Yala,Maize,1320,2020
Eastern,Trincomalee,2007,Maha,Rice,6300,7514
North Western,Puttalam,2008,Maha,Maize,1320,1584
